Player,Team,years_with_team,draft_pos,all_star,num_teams,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ig_followers,resigned,Agent
Austin Rivers,11,1,10,0,6,28,36,20,16,23.5,7.9,2.9,6.8,42.4,1.5,4.1,36.9,0.6,0.9,71.0,0.2,2.1,2.3,2.3,1.0,0.8,0.1,1.8,15.7,0.0,0.0,0.3,0,1,0.0
Malik Fitts,16,1,61,0,1,23,3,3,0,3.6,1.0,0.3,1.0,33.3,0.3,0.7,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0,-2.0,0,1,0.0
Miye Oni,10,2,58,0,1,23,54,45,9,9.6,1.9,0.6,1.8,35.4,0.6,1.6,34.1,0.1,0.1,83.3,0.4,1.1,1.6,0.5,0.3,0.2,0.1,1.1,5.3,0.0,0.0,1.7,0,1,0.0
Wenyen Gabriel,7,1,61,0,3,24,21,9,12,11.5,3.4,1.1,2.9,40.0,0.6,1.5,40.6,0.5,0.8,64.7,1.0,1.6,2.6,0.5,0.7,0.4,0.4,1.5,9.0,0.0,0.0,0.1,0,1,0.0
Kawhi Leonard,16,2,15,5,3,30,52,36,16,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,1.1,5.4,6.5,5.2,2.0,1.6,0.4,1.6,44.2,9.0,0.0,8.6,0,1,8.0
Rodney Hood,24,1,23,0,4,28,55,29,26,17.1,4.5,1.7,4.7,36.2,0.6,2.1,30.1,0.4,0.5,85.7,0.4,1.5,1.9,1.0,0.7,0.4,0.1,1.3,9.2,0.0,0.0,-2.4,0,0,0.0
Solomon Hill,13,1,23,0,5,30,71,41,30,21.3,4.5,1.5,4.2,35.9,1.0,3.0,32.1,0.5,0.6,76.1,0.6,2.4,3.0,1.1,0.6,0.7,0.2,1.6,11.7,0.0,0.0,0.4,0,1,0.0
Cody Zeller,27,8,4,0,1,28,48,21,27,20.9,9.4,3.8,6.8,55.9,0.1,0.6,14.3,1.8,2.5,71.4,2.5,4.4,6.8,1.8,1.1,0.6,0.4,2.5,22.0,8.0,0.0,0.9,44596,0,26.0
Jalen Smith,12,1,10,0,1,21,27,19,8,5.8,2.0,0.8,1.9,44.0,0.1,0.6,23.5,0.2,0.3,71.4,0.3,1.1,1.4,0.1,0.3,0.0,0.1,0.6,4.1,1.0,0.0,-0.6,57479,1,72.0
Nicolas Batum,16,1,25,0,3,32,67,44,23,27.4,8.1,2.9,6.1,46.4,1.6,4.1,40.4,0.7,0.9,82.8,0.7,4.0,4.7,2.2,0.8,1.0,0.6,1.5,21.0,1.0,0.0,5.1,298843,1,18.0
Kelly Olynyk,26,1,13,0,4,30,70,26,44,28.5,13.5,4.8,10.0,48.4,1.8,5.3,34.2,2.1,2.5,82.9,1.2,5.7,7.0,2.9,1.8,1.1,0.6,3.0,29.6,12.0,0.0,-1.4,170628,0,14.0
Larry Nance Jr,18,3,27,0,3,28,35,13,22,31.2,9.3,3.7,7.8,47.1,1.2,3.3,36.0,0.9,1.4,61.2,1.5,5.2,6.7,3.1,1.6,1.7,0.5,2.1,27.1,5.0,0.0,-3.9,0,1,0.0
Ignas Brazdeikis,29,1,47,0,3,22,13,3,10,19.1,7.0,2.7,6.4,42.2,0.8,2.2,39.3,0.8,1.1,71.4,0.8,2.6,3.5,1.3,0.9,0.3,0.2,1.7,13.8,0.0,0.0,-2.1,0,1,0.0
DeAndre Jordan,8,2,35,1,5,32,57,37,20,21.9,7.5,3.3,4.4,76.3,0.0,0.0,0.0,0.8,1.6,50.0,2.1,5.4,7.5,1.6,1.5,0.3,1.1,2.0,21.7,6.0,0.0,-0.7,1814511,0,30.0
Kevon Looney,0,6,30,0,1,25,61,34,27,19.0,4.1,1.8,3.2,54.8,0.1,0.3,23.5,0.5,0.8,64.6,1.9,3.4,5.3,2.0,0.6,0.3,0.4,2.2,14.9,0.0,0.0,2.1,440908,1,13.0
Justin Robinson,20,1,61,0,3,23,9,0,9,9.7,2.3,0.8,2.3,33.3,0.4,1.6,28.6,0.3,0.6,60.0,0.1,0.7,0.8,1.0,0.2,0.3,0.0,1.1,5.5,0.0,0.0,-5.0,0,1,0.0
Moritz Wagner,29,1,25,0,3,24,45,19,26,16.0,6.9,2.3,5.1,45.4,0.7,2.0,34.1,1.6,1.9,81.6,0.6,2.6,3.2,1.1,1.0,0.6,0.4,2.4,14.4,1.0,0.0,-3.2,0,1,0.0
Ty Jerome,20,1,24,0,2,23,33,7,26,23.9,10.7,3.9,8.7,44.6,2.2,5.1,42.3,0.8,1.0,76.5,0.3,2.5,2.8,3.6,1.4,0.6,0.2,1.8,20.4,0.0,0.0,-4.1,95013,1,0.0
Freddie Gillespie,24,1,61,0,1,24,20,7,13,19.6,5.6,2.2,4.2,52.4,0.0,0.0,0.0,1.2,1.7,69.7,2.1,2.8,4.9,0.5,0.6,0.7,1.0,2.2,16.4,0.0,0.0,-3.9,0,1,0.0
LeBron James,15,3,1,17,3,36,45,30,15,33.4,25.0,9.4,18.3,51.3,2.3,6.3,36.5,4.0,5.7,69.8,0.6,7.0,7.7,7.8,3.7,1.1,0.6,1.6,47.0,18.0,5.0,6.4,159855350,1,6.0
DeMarcus Cousins,16,1,5,4,6,30,41,22,19,17.4,8.9,3.2,7.4,42.6,1.1,3.3,34.8,1.4,2.0,72.8,1.3,5.1,6.4,1.9,1.6,0.8,0.6,2.6,22.1,7.0,0.0,-1.5,0,1,0.0
Alfonzo McKinnie,15,1,61,0,4,28,39,22,17,6.6,3.1,1.2,2.4,51.6,0.4,1.0,41.0,0.3,0.5,55.6,0.6,0.8,1.4,0.2,0.1,0.2,0.0,0.7,5.4,0.0,0.0,0.2,0,1,0.0
Ja Morant,28,2,2,0,1,21,63,33,30,32.6,19.1,6.8,15.2,44.9,1.2,3.8,30.3,4.3,5.9,72.8,0.9,3.1,4.0,7.4,3.2,0.9,0.2,1.4,35.1,14.0,1.0,1.7,9750133,1,21.0
Gabe Vincent,23,2,61,0,1,25,50,27,23,13.1,4.8,1.8,4.7,37.8,0.9,3.0,30.9,0.4,0.5,87.0,0.2,0.9,1.1,1.3,0.7,0.4,0.0,1.6,8.9,1.0,0.0,-1.5,174714,1,0.0
Luke Kennard,16,1,12,0,2,25,63,44,19,19.6,8.3,3.1,6.6,47.6,1.6,3.6,44.6,0.4,0.5,83.9,0.2,2.3,2.6,1.7,0.8,0.4,0.1,1.4,14.6,1.0,0.0,-0.4,200970,1,5.0
Fred VanVleet,24,5,61,0,1,27,52,22,30,36.5,19.6,6.5,16.7,38.9,3.3,9.2,36.6,3.3,3.7,88.5,0.6,3.6,4.2,6.3,1.8,1.7,0.7,2.3,39.5,5.0,0.0,2.7,629129,1,6.0
Seth Curry,3,1,61,0,6,30,57,39,18,28.7,12.5,4.5,9.7,46.7,2.2,4.9,45.0,1.2,1.4,89.6,0.2,2.2,2.4,2.7,1.1,0.8,0.1,1.7,21.0,0.0,0.0,5.6,2007786,1,24.0
Dakota Mathias,3,1,61,0,2,25,8,4,4,15.4,6.0,2.4,6.0,39.6,1.0,3.3,30.8,0.3,0.8,33.3,0.1,0.8,0.9,1.6,0.1,0.1,0.4,0.9,10.9,0.0,0.0,-3.9,0,1,0.0
Jerami Grant,21,1,39,0,4,27,54,15,39,33.9,22.3,7.4,17.3,42.9,2.1,6.1,35.0,5.4,6.4,84.5,0.6,4.0,4.6,2.8,2.0,0.6,1.1,2.3,35.2,3.0,0.0,-2.2,210615,1,6.0
Pat Connaughton,4,3,41,0,2,28,69,44,25,22.8,6.8,2.4,5.6,43.4,1.5,3.9,37.1,0.4,0.6,77.5,0.9,3.9,4.8,1.2,0.5,0.7,0.3,1.4,17.0,0.0,0.0,3.2,175905,1,38.0
Jae Crowder,12,1,34,0,7,30,60,42,18,27.5,10.1,3.3,8.2,40.4,2.5,6.3,38.9,1.0,1.3,76.0,0.5,4.2,4.7,2.1,0.9,0.8,0.5,2.1,21.7,0.0,0.0,3.6,0,1,108.0
Payton Pritchard,9,1,26,0,1,23,66,33,33,19.2,7.7,2.8,6.3,44.0,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.8,0.6,0.1,1.6,14.6,0.0,0.0,0.6,463586,1,24.0
Rudy Gobert,10,8,27,2,1,29,71,52,19,30.8,14.3,5.5,8.2,67.5,0.0,0.1,0.0,3.3,5.3,62.3,3.4,10.1,13.5,1.3,1.7,0.6,2.7,2.3,40.5,49.0,0.0,10.3,833896,1,18.0
Tyler Cook,21,1,61,0,4,23,32,11,21,13.7,4.9,2.2,3.2,67.0,0.0,0.1,50.0,0.5,1.1,48.6,0.9,2.1,3.0,0.5,0.7,0.3,0.1,1.1,9.5,0.0,0.0,-1.1,0,0,0.0
Michael Carter-Williams,29,2,11,0,6,29,31,12,19,25.8,8.8,3.4,8.7,38.9,0.5,2.0,24.6,1.6,2.6,61.3,1.3,3.2,4.5,4.2,2.2,0.8,0.5,2.6,22.3,0.0,0.0,-1.6,0,1,0.0
Justin Holiday,25,2,61,0,6,32,72,34,38,30.3,10.5,3.6,8.7,41.3,2.4,6.3,38.2,0.9,1.2,78.8,0.4,3.1,3.6,1.7,0.8,1.0,0.6,1.9,21.3,0.0,0.0,-0.6,0,1,0.0
Nick Richards,27,1,42,0,1,23,18,9,9,3.5,0.8,0.2,0.5,44.4,0.0,0.1,0.0,0.4,0.6,63.6,0.2,0.4,0.6,0.1,0.2,0.0,0.0,0.4,1.6,0.0,0.0,-0.7,126685,1,89.0
Gabriel Deck,20,1,61,0,1,26,10,1,9,21.2,8.4,3.2,6.7,47.8,0.2,1.5,13.3,1.8,2.2,81.8,1.6,2.4,4.0,2.4,0.6,0.8,0.0,0.9,18.6,0.0,0.0,-5.1,0,1,0.0
Tony Bradley,20,1,28,0,3,23,42,15,27,16.3,7.1,3.1,4.7,66.5,0.0,0.1,0.0,0.9,1.3,69.1,2.0,3.7,5.7,0.9,0.8,0.4,0.7,1.5,17.7,3.0,0.0,-0.4,0,0,127.0
Taurean Prince,18,1,12,0,3,27,41,15,26,22.1,9.5,3.2,8.0,40.1,1.5,3.8,40.0,1.6,1.9,85.5,0.5,3.0,3.5,1.9,1.1,0.7,0.6,1.8,19.0,0.0,0.0,-3.1,237101,1,35.0
Darius Bazley,20,2,23,0,1,21,55,16,39,31.2,13.7,5.0,12.5,39.6,1.5,5.2,29.0,2.3,3.2,70.2,0.9,6.3,7.2,1.8,2.2,0.5,0.5,1.1,25.8,11.0,0.0,-8.7,97959,1,0.0
Jaden McDaniels,17,1,28,0,1,20,63,18,45,24.0,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60.0,0.8,2.9,3.7,1.1,0.7,0.6,1.0,2.7,16.7,0.0,0.0,-1.6,151761,1,10.0
Nikola Jokic,11,6,41,3,1,26,72,47,25,34.6,26.4,10.2,18.0,56.6,1.3,3.3,38.8,4.8,5.5,86.8,2.8,8.0,10.8,8.3,3.1,1.3,0.7,2.7,54.7,60.0,16.0,5.3,0,1,0.0
Kyle Guy,14,1,55,0,2,23,31,11,20,7.6,2.8,0.9,2.8,33.0,0.4,1.5,28.3,0.5,0.6,80.0,0.2,1.0,1.1,1.0,0.4,0.2,0.0,0.6,5.9,0.0,0.0,-0.5,0,0,0.0
Precious Achiuwa,23,1,20,0,1,21,61,31,30,12.1,5.0,2.0,3.7,54.4,0.0,0.0,0.0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.7,0.3,0.5,1.5,11.4,3.0,0.0,-1.9,192445,1,19.0
Jake Layman,17,2,47,0,2,27,45,12,33,13.9,5.1,2.0,4.1,49.5,0.5,1.7,29.5,0.6,0.8,70.3,0.3,1.2,1.5,0.6,0.6,0.6,0.4,1.0,10.5,0.0,0.0,-1.8,0,1,0.0
Derrick Rose,19,1,1,3,5,32,50,28,22,25.6,14.7,5.7,12.2,47.0,1.0,2.6,38.8,2.2,2.5,86.6,0.4,2.2,2.6,4.2,1.6,1.0,0.4,1.1,26.6,1.0,0.0,2.7,184266,1,0.0
Bogdan Bogdanovic,13,1,27,0,2,28,44,30,14,29.7,16.4,6.1,12.8,47.3,3.3,7.6,43.8,0.9,1.0,90.9,0.5,3.2,3.6,3.3,1.2,1.1,0.3,2.3,28.7,0.0,0.0,2.5,821691,1,50.0
Royce O'Neale,10,4,61,0,1,28,71,51,20,31.6,7.0,2.5,5.5,44.4,1.5,3.9,38.5,0.5,0.6,84.8,1.2,5.6,6.8,2.5,1.2,0.8,0.5,2.6,21.6,3.0,0.0,6.6,149535,1,49.0
Obi Toppin,19,1,8,0,1,23,62,36,26,11.0,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,0.4,1.8,2.2,0.5,0.4,0.3,0.2,0.9,8.6,0.0,0.0,0.4,301258,1,24.0
Nerlens Noel,19,1,6,0,4,27,64,35,29,24.2,5.1,2.1,3.5,61.4,0.0,0.0,0.0,0.8,1.1,71.4,2.2,4.1,6.4,0.7,1.0,1.1,2.2,2.8,22.6,2.0,0.0,0.0,0,1,0.0
Keldon Johnson,22,2,29,0,1,21,69,32,37,28.5,12.8,4.9,10.2,47.9,0.9,2.6,33.1,2.1,2.8,74.0,1.3,4.6,6.0,1.8,1.1,0.6,0.3,2.1,24.2,8.0,0.0,-2.5,161538,1,46.0
Tyrell Terry,5,1,31,0,1,20,11,2,9,5.1,1.0,0.5,1.5,31.3,0.0,0.6,0.0,0.1,0.3,33.3,0.0,0.5,0.5,0.5,0.2,0.5,0.0,0.2,3.7,0.0,0.0,0.0,0,1,0.0
Max Strus,23,1,61,0,2,25,39,14,25,13.0,6.1,2.2,4.8,45.5,1.3,3.8,33.8,0.4,0.6,66.7,0.1,0.9,1.1,0.6,0.2,0.3,0.1,1.1,9.0,0.0,0.0,-1.0,163281,1,0.0
Donovan Mitchell,10,4,13,2,1,24,53,39,14,33.4,26.4,9.0,20.6,43.8,3.4,8.7,38.6,5.0,6.0,84.5,0.9,3.5,4.4,5.2,2.8,1.0,0.3,2.2,40.6,2.0,0.0,5.4,3859648,1,24.0
Boban Marjanovic,5,2,61,0,4,32,33,14,19,8.2,4.7,1.9,3.7,50.8,0.0,0.2,12.5,0.9,1.2,81.6,1.4,2.5,3.9,0.3,0.4,0.1,0.2,0.9,10.2,3.0,0.0,0.7,0,1,0.0
Rui Hachimura,1,2,9,0,1,23,57,29,28,31.5,13.8,5.4,11.4,47.8,0.8,2.4,32.8,2.2,2.8,77.0,0.9,4.6,5.5,1.4,1.2,0.8,0.1,2.1,24.1,3.0,0.0,-1.9,921765,1,50.0
Cody Martin,27,2,36,0,1,25,52,26,26,16.3,4.0,1.6,3.6,44.1,0.3,1.1,27.6,0.5,0.8,58.1,1.0,2.1,3.1,1.7,0.8,0.7,0.2,1.0,12.2,1.0,0.0,-0.1,61512,1,0.0
Kentavious Caldwell-Pope,15,4,8,0,2,28,67,39,28,28.4,9.7,3.3,7.6,43.1,1.8,4.4,41.0,1.4,1.7,86.6,0.4,2.3,2.7,1.9,1.0,0.9,0.4,1.7,18.8,1.0,0.0,2.1,1314032,1,6.0
Isaac Okoro,18,1,5,0,1,20,67,20,47,32.4,9.6,3.5,8.3,42.0,0.9,3.2,29.0,1.7,2.3,72.6,1.0,2.1,3.1,1.9,1.3,0.9,0.4,2.8,18.8,1.0,0.0,-6.1,170222,1,62.0
Dorian Finney-Smith,5,5,61,0,1,28,60,36,24,32.0,9.8,3.7,7.8,47.2,2.0,5.0,39.4,0.5,0.7,75.6,1.6,3.8,5.4,1.7,0.8,0.9,0.4,2.3,22.0,1.0,0.0,3.3,153629,1,0.0
Keljin Blevins,2,1,61,0,1,25,17,11,6,4.4,0.7,0.3,1.2,25.0,0.1,0.5,25.0,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.3,0.1,0.0,0.5,1.8,0.0,0.0,-2.2,0,1,0.0
Rudy Gay,22,4,8,0,5,34,63,29,34,21.6,11.4,4.2,10.0,42.0,1.7,4.4,38.1,1.3,1.6,80.4,0.7,4.1,4.8,1.4,1.0,0.7,0.6,1.8,22.2,1.0,0.0,2.1,0,0,0.0
Grant Williams,9,2,22,0,1,22,63,30,33,18.1,4.7,1.7,3.9,43.7,0.8,2.0,37.2,0.5,0.8,58.8,0.8,2.1,2.8,1.0,0.9,0.5,0.4,2.6,11.4,0.0,0.0,-0.8,276718,1,55.0
Alex Caruso,15,4,61,0,1,27,58,32,26,21.0,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,0.5,2.4,2.9,2.8,1.3,1.1,0.3,1.9,16.8,0.0,0.0,2.1,1381274,0,14.0
Matt Thomas,10,1,61,0,2,26,45,27,18,7.3,3.1,1.1,2.8,39.4,0.6,1.8,33.8,0.3,0.3,85.7,0.2,0.8,1.0,0.4,0.3,0.1,0.0,0.4,4.9,0.0,0.0,-1.5,0,1,0.0
KZ Okpala,23,2,32,0,2,22,37,22,15,12.1,2.5,1.0,2.6,37.5,0.3,1.4,24.0,0.2,0.4,53.3,0.6,1.3,1.8,0.5,0.4,0.3,0.3,1.6,6.8,0.0,0.0,-1.8,0,1,0.0
Devin Vassell,22,1,11,0,1,20,62,30,32,17.0,5.5,2.0,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,0.4,2.4,2.8,0.9,0.4,0.7,0.3,1.4,12.8,0.0,0.0,-1.0,108713,1,31.0
Patrick Williams,6,1,4,0,1,19,71,30,41,27.9,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,1.4,0.9,0.6,1.8,20.1,3.0,0.0,-4.1,10331,1,39.0
Langston Galloway,12,1,61,0,5,29,40,29,11,10.9,4.8,1.7,3.7,44.9,0.9,2.1,42.4,0.6,0.6,95.7,0.2,0.9,1.1,0.7,0.3,0.2,0.0,0.6,7.3,0.0,0.0,0.9,0,0,0.0
Deandre Ayton,12,3,1,0,1,22,69,48,21,30.6,14.4,6.2,10.0,62.6,0.1,0.3,20.0,1.9,2.5,76.9,3.3,7.2,10.5,1.4,1.5,0.6,1.2,2.8,33.1,33.0,0.0,4.0,447826,1,23.0
Saddiq Bey,21,1,19,0,1,22,70,19,51,27.3,12.2,4.0,9.9,40.4,2.5,6.6,38.0,1.8,2.1,84.4,0.6,3.9,4.5,1.4,0.9,0.7,0.2,1.6,21.7,3.0,0.0,-3.0,60999,1,38.0
Drew Eubanks,22,3,61,0,1,24,54,21,33,14.0,5.8,2.1,3.8,56.6,0.0,0.0,100.0,1.4,2.0,72.6,1.4,3.1,4.5,0.8,0.8,0.3,0.9,1.6,15.2,3.0,0.0,-1.8,36007,1,0.0
Derrick Favors,10,1,3,0,2,29,68,49,19,15.3,5.4,2.3,3.6,63.8,0.0,0.0,0.0,0.9,1.2,73.8,2.0,3.5,5.5,0.6,0.5,0.5,1.0,2.1,16.9,1.0,0.0,0.5,0,1,0.0
Derrick White,22,4,29,0,2,26,36,18,18,29.5,15.4,5.2,12.6,41.1,2.3,6.8,34.6,2.7,3.2,85.1,0.4,2.6,3.0,3.5,1.3,0.7,1.0,2.5,28.1,0.0,0.0,2.6,413404,1,47.0
Kendrick Nunn,23,2,61,0,1,25,56,31,25,29.5,14.6,5.7,11.8,48.5,2.2,5.7,38.1,1.0,1.1,93.3,0.4,2.8,3.2,2.6,1.4,0.9,0.3,1.9,24.5,0.0,0.0,-0.1,0,0,0.0
Giannis Antetokounmpo,4,8,15,5,1,26,61,40,21,33.0,28.1,10.3,18.0,56.9,1.1,3.6,30.3,6.5,9.5,68.5,1.6,9.4,11.0,5.9,3.4,1.2,1.2,2.8,53.9,41.0,7.0,6.7,15981855,1,15.0
Will Barton,11,6,40,0,2,30,56,37,19,31.0,12.7,4.6,10.9,42.6,1.8,4.6,38.1,1.7,2.2,78.5,0.7,3.3,4.0,3.2,1.7,0.9,0.4,1.7,24.6,0.0,0.0,4.1,0,1,0.0
Ersan Ilyasova,10,1,36,0,7,34,17,14,3,8.7,3.8,1.2,3.2,38.9,1.1,2.4,43.9,0.3,0.3,100.0,0.4,1.3,1.7,0.2,0.5,0.6,0.2,1.7,8.0,0.0,0.0,0.9,0,1,0.0
Nickeil Alexander-Walker,7,2,17,0,2,22,46,20,26,21.9,11.0,4.2,10.0,41.9,1.7,4.8,34.7,1.0,1.4,72.7,0.3,2.8,3.1,2.2,1.5,1.0,0.5,1.9,21.1,0.0,0.0,-1.1,163279,1,39.0
Juan Toscano-Anderson,0,2,61,0,1,28,53,28,25,20.9,5.7,2.3,3.9,57.9,0.7,1.7,40.2,0.4,0.6,71.0,0.5,3.9,4.4,2.8,1.2,0.8,0.5,2.1,17.9,0.0,0.0,1.8,0,1,0.0
Josh Richardson,5,1,40,0,4,27,59,35,24,30.3,12.1,4.5,10.5,42.7,1.5,4.5,33.0,1.7,1.8,91.7,0.9,2.4,3.3,2.6,1.3,1.0,0.4,2.2,23.0,0.0,0.0,-0.8,254051,1,0.0
Mychal Mulder,0,2,61,0,2,27,60,33,27,12.8,5.6,2.0,4.4,44.9,1.4,3.6,39.7,0.2,0.4,63.6,0.1,0.9,1.0,0.4,0.3,0.2,0.2,0.9,8.4,0.0,0.0,1.1,0,1,0.0
Bismack Biyombo,27,2,7,0,3,28,66,28,38,20.4,5.0,2.2,3.7,58.7,0.0,0.0,0.0,0.7,1.6,44.8,2.1,3.2,5.3,1.2,1.1,0.3,1.1,2.1,16.2,3.0,0.0,-4.2,0,1,104.0
Goga Bitadze,25,2,18,0,1,21,45,19,26,12.5,5.1,1.8,4.3,42.8,0.4,1.8,25.3,1.0,1.4,73.8,1.3,2.0,3.3,0.8,0.4,0.2,1.3,2.1,14.6,0.0,0.0,-0.4,48950,1,47.0
Brandon Ingram,7,2,2,1,2,23,61,29,32,34.3,23.8,8.4,18.0,46.6,2.3,6.1,38.1,4.6,5.2,87.8,0.6,4.3,4.9,4.9,2.5,0.7,0.6,2.0,38.2,4.0,0.0,0.7,2165773,1,27.0
Willie Cauley-Stein,5,2,6,0,3,27,53,29,24,17.1,5.3,2.2,3.4,63.2,0.0,0.2,9.1,0.9,1.5,62.8,1.2,3.2,4.5,0.7,0.5,0.4,0.8,2.4,14.7,1.0,0.0,2.6,0,1,0.0
Tobias Harris,3,2,19,0,5,28,62,44,18,32.5,19.5,7.6,14.9,51.2,1.3,3.4,39.4,2.9,3.3,89.2,1.0,5.8,6.8,3.5,1.7,0.9,0.8,1.9,36.4,11.0,0.0,5.2,452609,1,33.0
Chuma Okeke,29,1,16,0,1,22,45,15,30,25.2,7.8,3.0,7.2,41.7,1.1,3.1,34.8,0.7,0.9,75.0,0.9,3.1,4.0,2.2,0.8,1.1,0.5,1.1,19.8,0.0,0.0,-4.0,0,1,35.0
